Knowledge development,Knowledge diffusion,Entrepreneurial activities,Guidance of the search,Market formation,Resource mobilisation,Legitimation
3.9322639008961797,3.6122426196859916,1.55906073621498,3.68499181015248,1.0,2.8295465504624655,1.9735182209451763
4.437451160881255,4.171133814186755,1.9868519684624448,2.9509338182440636,1.1784781327321463,2.808710785105687,2.4496182133735998
5.657488988695299,4.991405846608903,1.0,3.0853699163632324,1.3381399513443533,2.9072480796433364,1.387591209885418
6.090773263996328,3.8741175211046555,1.3604898955972522,3.434121188741911,1.0,3.752924026514145,2.4178547507676504
5.637094624951977,3.669960926506123,1.4712747428595863,2.9498019385372136,1.0095202529911584,1.8507391985063952,2.671443435210587
5.407481374089407,3.644466912197544,1.0,2.4277226102768945,1.9622976398289067,1.7559866676971632,2.0480035349559493
5.259117043528569,3.874630860144628,1.0656189065685862,2.955885833191073,1.2987711416597545,2.852933657299494,2.456848350711752
4.317182407706058,3.3030237437909604,1.1745602982564853,2.400673048340628,1.0,2.331255449407154,2.070127241462965
4.924124633284233,3.8721191352476327,1.8792823979293398,3.0755866223815405,1.0,2.0071858732315295,2.2856907204632635
5.13148898323217,4.070487401799079,1.2172626614741597,3.6978564045612576,1.2677712736118583,2.3587187660895155,2.7467901428775847
6.345697780975133,3.9258116381446926,1.1727684050776093,2.177515195409368,1.2301998115722712,2.1908281874541395,1.2230120248777197
5.774894631654769,4.074525160402868,1.8269943122624768,1.9273402989905355,1.023767159489736,3.3623885338985833,1.6173905535980917
4.089567875709813,4.060248565609121,1.0,3.034474955143772,1.8579944870663927,3.630906152011651,2.625340718961677
5.759267175515836,2.736861990652134,1.0,2.462540268279266,1.9856186462605958,1.682219354328267,2.7175602956519462
5.191934175666947,4.182122095037242,1.3553630799722614,3.022221692088378,1.120684992045083,1.7617255933666816,1.2960370313157663
4.958462399755233,3.3973910926025277,1.0,3.2242824644267905,1.4618870597780216,2.1203159976840467,2.781151798903691
5.989341031072694,3.142496502197625,1.0,1.4994196397500226,1.4769498513963006,2.1552359791604943,1.0
6.324799617996761,3.137328903287002,1.7293735166751927,3.4828945993609794,1.5167619418432732,2.1123697766507905,2.3127947593475393
6.245024095292959,4.060124966283517,1.8503895351650317,2.1812320479313256,1.0079744034678289,2.402882910228243,2.109397142667502
4.828625981421889,3.666455043665088,1.8155456863408501,2.984356434604717,1.781834765166161,2.27658259963903,1.6334436788868252
5.2526300993190285,2.7908187296087537,1.9435106641228932,2.538432365193099,1.1794208411296772,1.8231937035523411,1.6642269381796286
5.765010745122851,4.08682268911537,1.9964537280059207,2.613630089650994,1.3265976243075333,1.9865958795680094,1.68265814607871
6.280436101697887,2.9362351215207037,1.0,4.185770557732591,1.200613053068493,3.273169416104782,1.8979237896481582
5.116660609723768,3.883892815110926,1.6801647839717866,3.2234872645569626,1.1580941483103724,2.3212758766326584,2.9930176872958145
5.351472818668946,3.9430993554038323,1.2881567201721764,3.6332818820675135,1.283521337981358,2.2956845541870052,2.4115518187369376
4.614932020795178,4.3313462490170265,1.2010303016038255,3.10565894794192,1.0,1.7397814270862635,2.717202065034618
4.543034700735463,4.869010871880111,1.7241658528834822,3.434009502258468,1.0,2.2683916363479173,1.8389614225576354
6.150020657915358,2.981194204459675,1.0,3.292164853500416,1.135985857195882,2.980451214783791,2.1151294620285817
6.5849920228566585,3.76851568636217,1.0,3.178119301280778,1.0,2.797775739234703,1.4642026814415805
5.442391902735733,3.6341988229734694,1.753429097632687,3.775009136415276,1.364251103395992,2.9055496489867783,1.860777639620649
6.3028263183136195,4.060249811576577,1.6951144070043591,3.109553817690989,1.3301370476134946,1.898201461961835,1.7237502114677332
5.789308820038107,3.929401262560171,1.5546930623486042,4.599604000552393,1.2040440059090105,1.8901911582980762,2.2443196120841034
4.9839041963159,3.588472254358028,1.1480346381107451,3.6723721009687065,1.6444724371663155,3.0667178610870267,1.646572805113754
5.7891164844067315,3.5354586868334863,1.7975318538328497,2.202321511582217,1.198131696341109,2.9131370699338834,1.581567534016272
6.730429253172775,3.1301294868895715,1.7721211568241904,2.8764152037119124,1.0,2.370768619092176,2.1981754596225747
5.4713391687120385,4.392716949443905,1.5341218060189816,3.277954319643468,1.1329067275036753,2.9265201342245386,1.9732415165640895
6.751714924651205,4.075522508959717,1.0290715834920914,3.0311477849984256,1.5512903300565029,1.8985018138731056,1.6497329707149544
3.4042039167282043,4.350660918677082,1.3299006617081972,3.4808113932805176,1.0,1.8777659461012675,1.5766779344394246
6.157522003500179,3.6137623181146914,1.835133471009777,3.5579116933837116,1.171789101885007,1.6912694237426382,1.6495651122460084
5.569637654590537,3.4058987187833414,2.0308764891207147,2.0482891099407246,1.3726386103676864,2.6807352165018226,2.407307263449348
5.260794119627306,3.1530109600224634,1.3693853586494686,3.896754281301546,1.995672700358335,2.6083589372190334,2.2087640711813004
5.573408621228402,4.015350550244396,1.4001308128766952,2.652227774159769,1.5624772910782818,2.2387917399095216,1.622411437411785
3.9099448683192857,3.176124065283059,1.4353243567899756,2.58286684589467,1.2397849150093456,2.1098036951942443,1.6423045895310193
5.324262489729991,4.90919784137993,1.6099572035643888,2.5806143251061218,1.356227767904084,3.707274301931453,1.4263333489814822
5.785690057209397,3.0154144513439354,1.2675730799759903,3.5660034841934083,1.0,2.3704345032058063,1.8033708671778066
6.682315235793213,3.964196071527501,1.0,2.8130526112965497,1.0,3.194033507266988,2.0614771263744958
5.085383825381082,4.740112824328271,1.9771076006588386,2.5355138489636047,1.395286701333189,2.4268257827752593,1.5605293294934532
4.85320511768545,4.159453855558286,2.2178755788650197,2.703228589789524,1.2483502189968954,2.2496436461056675,3.0936567800434114
5.098594365132371,3.9054042274950675,1.255040056157715,1.7437158387588862,1.2866223559792178,3.208329754903195,2.311891217523499
6.2323216941616595,3.2189098118228623,1.0733386524324904,2.410485365233959,1.2102343961032083,2.8949820602079983,1.983912228398997
5.763000887727747,2.9709384868593776,1.4451597910439111,2.13229151594283,1.1984727307255456,2.487945488501175,2.0425363124914795
5.076191836986369,4.262030065350551,1.4249984465084908,2.811581468652876,1.2308791945436393,3.066857055876306,1.3042977112249723
5.910613946490685,4.703688344464968,1.8982074308651837,3.464935289191515,1.0,3.7601532580876187,1.400486120814332
5.577662039478432,3.5366900057130968,1.5218557766580152,3.387713130653259,1.1313219082965202,2.1338233167389222,2.661446057209917
6.274915992426312,3.1165630954301893,1.1829508678515266,3.879725348282608,1.0,2.7358683233726255,2.817549414662079
4.938357524898118,2.325098341670589,1.0,3.7237830721076346,1.0141210629785276,2.295394918129126,1.0
5.237870282721786,3.2115410938024773,1.8462536739278694,2.629982299557136,1.5587715027613598,2.032729489615849,2.235192081046579
5.186313477494274,3.731805894500576,1.7398044964656998,3.0133499805275994,1.145774306850731,2.0188666069419337,2.6908192513562934
4.329188041494305,4.75947394450204,1.9242239512367276,2.977210734045007,1.3787518425842422,3.296166573009299,1.8291289499709475
5.736896221651661,4.2038802153397805,1.1127252997115624,1.4942631220946792,1.2345883662337649,1.5876196963468274,2.7596717653494114
5.708844217743912,3.9830512428240517,2.235374759811332,2.147918324163179,1.0845324999320176,2.753929679233398,2.3836737847801666
5.504090765313968,3.559928203219321,1.0,2.8828993259942215,1.0,2.087378461189883,2.225455099735812
5.312330293299882,3.450100569646426,1.783840408560592,2.878972495401434,1.0799833042771925,3.3862474757839967,1.8776709846482635
4.367703406359668,4.643388558504778,1.0,3.358627537943617,1.2549535337941573,2.3634616755328364,2.0460549613410826
5.163483741787712,3.9204431244550335,1.1838674473206128,3.3245491406750936,1.374046033237278,2.317996163358867,1.7762930014969742
5.225828386778584,2.538439584847387,2.124409172179184,1.7605152485301854,1.2367010593671859,3.2847546522471185,2.1482285815880324
4.858178184622705,3.3958762112616543,1.8325457017903959,3.363017714120271,1.3948440953837131,2.938400041156107,2.126401966889379
5.3709714306671925,3.285070380937024,1.2815118338051272,3.1250110445176347,1.0,2.777113492181335,1.7828561789475852
5.823240685451631,3.472241594493521,1.2924651828713247,3.4363612271512403,1.4599987672750505,2.902905977752892,1.0264828179647782
7.0,4.1377463961710506,1.5402488443341769,3.7468059113491123,1.0,1.9583632056171285,1.9025059518198375
5.639662250265471,3.73553307092345,1.7056563963042892,2.89998191904842,1.4950513851474063,2.8708566027690683,1.4910633717403372
5.706040312578211,3.7538807557978027,2.000631753073079,3.871911765886056,1.350721753023853,2.4004728929124908,1.4395638659586645
5.440443267387066,4.588083896795141,1.3175063981566022,2.3774196822748674,1.0,2.6804623495811297,1.6550009287032545
3.9649830277607667,3.3821233461279867,1.0,2.337983315739447,1.4210888472554788,2.7422764631306458,2.413441188953418
5.478788899640627,4.91851971553241,1.562787450819504,3.3001405330948788,1.4985292019498733,1.9447454583963464,1.4444343824981714
5.548184167952821,3.3972154451773484,1.3170276649966421,2.741862718286374,1.5773635381037714,2.7969112979204143,1.5562938919327984
7.0,3.8535189179675426,1.0,3.1831427952332785,1.0,2.406821355014312,2.353386899300865
5.346111228175102,3.63127784275834,1.6190675661251177,4.395087483891144,1.253823252621158,1.8800392770115653,1.6171766549238717
5.74123787386689,3.8740514801005763,1.4147544983628844,3.275446551452783,1.4083348149146127,2.426717096735479,1.4363999977615203
5.472230584235805,4.066755197043877,1.6226048825879178,3.148518677204884,1.4208980602236236,2.5100125570575873,2.4044182147768147
4.565057569904374,4.060301144053326,1.1422223199251278,2.391545734943707,1.3228562285588905,2.796815945633981,1.9352672394216361
6.414258251612017,3.348129601627652,1.6946842121301995,1.8100141353629577,1.0720091269630132,1.3058544810963244,2.032669963856907
6.10154642614942,3.1262511935314574,1.0,2.9492173693085424,1.496383126232744,2.6940681149383296,1.8880661045144187
6.132825557634438,5.301903074543426,1.1689074441213667,3.7468091726257375,1.498145990044355,2.2440699715823036,2.211654305322801
4.772490036164209,3.509609396239668,1.4028343075650889,2.773943395057528,1.1537165081710192,2.9049367232052457,2.342736480742021
6.62223544874888,4.219527463203192,2.196727365983886,3.2810237494437584,1.0,2.499066926857883,1.9385067127934625
4.378519149766175,2.8354152136860815,1.8139301474193976,3.998548090903008,1.0,2.3333092478225255,1.2509267936292172
5.969485675040216,3.6322323680571937,1.930877001707116,3.981061419261252,1.6094453145996637,2.4112498018618695,2.1487406897668353
7.0,3.723680369610534,2.066830813337258,3.300171121321248,1.4852035154755279,2.6667048710955554,1.8299968765482597
4.707570939895449,4.083689041956699,2.9411328543243496,3.11907453506014,1.1939880651839911,2.953954703835677,2.428642388519229
5.046961816317783,2.1665275154048365,1.5166356270233736,1.936956865697847,1.1402480377437008,2.0544443511624704,1.5521945644371338
5.579721092070113,3.8996843678469983,2.068160369251942,2.5588637490761417,1.0,2.3281700702838486,1.8428026723295878
5.097219476707041,3.110155126779264,1.9050541017607765,2.8034709343873487,1.1746796686865724,3.2346730254093377,1.2590665746084282
4.259469255147094,3.994607426716954,1.8984130013230103,2.4033678719960934,1.0,2.319444153356516,2.391577770204088
5.554850379844821,3.178202481897102,2.2096958472160724,3.173917284066935,1.2476998429475274,2.683624865407634,2.6126748960466917
4.650157029019116,3.2867103824446513,1.3322747876062093,4.338153728440271,1.5555741740284321,1.8829040311568652,1.756001122107676
5.878873944508145,3.635823433764039,1.3005259904254483,4.062433114863132,1.0,1.6427463544182652,1.9029590931815574
4.764460612612957,3.168602318238083,1.6279062053927447,3.170715903281845,1.2715760281164101,1.9798975674760186,1.595160427383263
6.739947524014031,3.514679331958787,1.4269200912312452,3.54560385041738,1.4993339286029777,2.155053971991161,1.643372851662611
4.873397366131011,3.0839745388740107,1.6274003411992692,2.4899769792507165,1.2660886185816753,3.0199555820237913,2.3467803535661886
5.242350787035459,2.7000977289807633,2.125099514021205,4.024862545468161,1.0428051114449228,3.0747631313436856,1.7479241833988892
6.150813773895736,4.410774231457616,1.3087413109174886,1.9066233828383736,1.203115921581634,1.5373398465522743,2.2375749689333837
4.515308546852836,3.022370784305643,1.3781284149625077,3.638979712760314,1.487174613668363,2.229377430354069,1.9923849798276876
5.681967947683304,3.69279146743521,1.5697244014106309,3.3469127971398422,1.2787733579692326,2.848894698520242,2.3752811595961942
6.545714203425943,4.251734648896271,1.4086726295899323,2.470898429271903,1.198988825231897,2.4473234377843878,1.8038008176673668
4.214013412351018,3.431033538490374,1.0,2.8538492702834435,1.5468429378634878,3.2522792329087133,2.5426547905912495
5.647707086825843,3.3049004601526772,1.267948942920424,2.2060231077907586,1.354475360985127,2.8367504710656513,2.937725338402989
5.707906235398739,3.935742853200453,1.7749492968950018,2.2358519665384375,1.0,2.3661574478555925,1.1498250893228694
6.125458297421848,4.470760293636291,2.0750187003730587,1.8862621995632491,1.3894237985945985,2.4106653144354615,1.9539153348445653
4.510439431297534,3.0984108409481186,1.0381525729849093,3.537259731540498,1.4848676264346796,2.4716050836975767,1.953608931448501
4.443634709532579,3.7099113007895363,1.0362870403076627,3.8437414785986768,1.0,2.0770213016195296,1.6421435265018518
5.917553252493518,2.7605032430196035,1.5120935210869342,1.4867344953306019,1.0,2.9696070678247493,2.203753877073511
5.737587738586549,3.5640793977906857,1.0,4.2868138613060545,1.0,2.8712144088707756,2.5602986157094927
5.700394280276702,3.8205228107228453,1.3220119188051491,2.991594234354212,1.1692500936949155,2.727135383826215,1.0129903658759305
5.7771585675975805,3.2872252149469605,1.0,3.2028972434137866,1.5029365035143805,2.621287344678498,1.0
4.955980222737208,3.5258048997048608,2.0476245199369862,1.9693110150904467,1.0,1.9909011104834935,2.828714279539545
5.685802957728803,2.9550639390155298,1.1922675382598382,3.924578025115405,1.3665360799963402,2.7520965995708746,1.8801984562257226
5.734457978638945,3.846247166828896,2.161133674535611,3.1401750652167837,1.0,2.5645512363323757,2.044728573696153
4.928518865578906,4.433416549329889,1.9454085413833355,3.7971783678399094,1.254092016108024,3.501134547487206,1.4657646223330598
6.992619608915805,3.1417136781377217,1.2414730809210333,3.8546008244534202,1.0779778638343709,1.8533544510426894,2.0221658801906406
5.87906633672943,3.42639694006857,1.071216145261569,3.934412095904889,1.8295796344918196,2.1383523060553506,2.6844377197702127
4.546957202237881,4.101527747872509,1.4225817003329646,2.546203456903458,1.0,1.7066777214414173,2.2482121755242224
6.025242886907064,4.527254431593642,1.4581413502967187,2.8544265944747567,1.1956495551587312,2.390990104116465,2.096372182835897
4.720254663818142,2.904086112674641,1.6384587775809605,2.57180854768934,1.0,1.6295503160022535,1.1150010285197598
6.129667682993961,3.69872915755043,1.1893826841879285,3.626567523918898,1.0350876800512647,3.0927508180842884,2.3713462222332664
6.426876463205923,3.9698784933917146,1.7985579494088813,3.2330224605546185,1.0,3.046118654435084,2.0047934423882827
4.843454145318631,3.738766165622691,1.6061312219999597,3.7484014048092664,1.8902366220272482,2.4201840108046784,1.696001724904158
6.270700903395458,2.3139247598737476,1.3638419373136543,3.7789171621400626,1.0933356395817035,1.9931391058848154,2.321254253011231
5.830224741549198,4.1006540055852625,1.2151837378327908,1.7909183563427646,1.1366911520069947,1.73794872572037,1.5760720665612118
6.157648127995592,4.711601810654386,1.4260460067605256,3.945539091387711,1.1871798824684088,2.148067692679797,2.2803866375054316
7.0,3.869997050701702,1.1732394992689723,3.665602670436002,1.0,2.8126856861704153,2.6084429369161284
5.303689507197704,3.181336368023442,1.523375477953435,2.741542581770152,1.5165716200982327,2.1064736550050656,2.077107229034082
4.897011068514008,3.49212365218143,1.5341754740879638,3.24485493657074,1.3920582436459026,3.4542880880033597,1.7880027027923755
4.7883884562995815,4.861947840593356,1.6046829133905358,2.9134312998921073,1.475381508801534,3.2453477199490752,1.7139242642725114
4.8473517720276496,4.345977524516335,2.2064969638687417,3.4312389750418233,1.0,2.5004119717022184,2.1913426718688793
5.438318632468716,4.184015971030598,1.447022112120171,2.7400225335065866,1.5405945645732153,2.269065872399058,1.7839857203786809
5.772921579853315,4.013847550120626,1.901839146849793,3.335249068818375,1.5059523837978923,2.2154020501267744,3.183244951420293
5.7213526394640155,3.4033177326854163,1.5918349587902807,3.0471137132615462,1.1302820895027548,3.2991883802630046,1.29244186568171
6.161746599228819,3.6796572916065386,1.4047022792406183,2.6974642675532863,1.4685063226630692,2.171652334221355,1.9351189332075498
5.510401513502326,3.7532463585928904,1.4523362920195064,3.133095371431441,1.281801486988286,2.9671844763666804,2.136285689719319
6.6628272617258535,4.129744589638666,1.47646943633278,4.89452870144213,1.0,2.510896106534152,2.076758657558459
5.288274533409635,4.705351336560142,1.6119070830912865,2.520124359122023,1.145158229426388,2.856781106962088,1.7196233035018738
7.0,4.471002882075877,1.116271693912412,2.8250394861169017,1.0555469886661057,2.0898013542156177,2.616131271273593
6.000533878212005,2.9483693865223755,1.0,2.5323213202568784,1.2256257864143683,2.333540702239136,2.333426450321504
4.814273954866974,3.934396981340629,1.7617189573897103,2.6057485301306915,1.5063378863199923,2.487908740148169,2.3698934565085095
4.64328600155111,4.242058007100738,1.8592495330325036,3.5710420473697506,1.0,2.1843166911647156,1.66603713181089
5.885977932194548,4.171316198086781,1.7982543331211212,3.5011177217452474,1.0669266275878688,3.1246120846872487,1.7986312822451493
5.321229771739319,3.422459741967548,1.5619888074225892,2.995895547675083,1.0,2.11784593516698,2.244124759769494
6.0712003952736735,5.548465529461017,1.8068898509813156,3.7184076096883785,1.0,2.2114839291949013,1.449747296595927
5.878590099658836,3.0337492626013285,1.7853716104068569,3.555410306846017,1.0,3.179350011813988,2.3327830008682953
5.441736869874502,3.1500869320003697,1.815051743581982,2.88636606978165,1.220451106644131,3.0824636183977514,1.9495247524278951
4.822565025545276,3.9401570487569457,1.1561836714631546,1.926294680744056,1.3569526358512016,3.293989386162815,2.5322978067593866
4.288122220251308,5.070081832978312,1.0612192811381476,3.5808481055643018,1.3044974876668576,1.545863417961233,1.7861902178359956
5.142788038346383,3.298283089577497,1.3445723012990918,3.1187652347013826,1.2557004622677468,2.6003613745209266,2.907088695163632
6.1851190354587775,3.6405029806118043,1.493046356182938,3.0155564245904145,1.386523346347693,2.545140662315553,2.2052515265842625
5.671274995304163,4.4463762038094155,1.4032315491470841,2.6737663859931993,1.9140978400531163,2.2191335577770737,2.260215994938248
4.50340897703041,3.78928270706736,1.0,3.521254264381421,1.2407674242941662,2.6622296949285773,1.6537143453540464
5.6385447406809455,3.5992376872818226,2.1886770448540567,3.2439473766999507,1.506341520843982,2.3392791348246,2.1266701547625124
5.808253903783069,4.139379741132032,1.3903816044457058,2.834220370038392,1.489255030371356,2.5809961342014223,1.7253834339760932
4.7929140510390935,3.963510794137756,1.5690817666307815,2.1421818169467617,1.733338248909185,4.200937781104963,1.2298249840904836
5.622980084756422,4.418263271382075,1.9978195963052234,3.7475503713160534,1.3681556594850215,2.658565382064229,1.9021729607841351
5.5465669747568,4.574881333439218,1.0,3.423433656209114,1.0,2.6795657990514425,2.581408660056278
4.585623761735501,3.984201836003217,1.2953224512353152,3.178782029961917,1.2914645763065635,2.9106096675079205,1.9679398506914947
5.786229888278626,3.9750396352269854,1.3451530905680782,1.1402582034202018,1.2753416230252643,2.590322265498159,1.8529276014317833
5.948627621094587,3.92846658937168,1.3654759818197422,2.973474020018758,1.4445547826363327,1.950983661919961,1.8462913464169475
6.366440994540222,4.093478333989572,1.430605363714419,2.831157407567036,1.0,1.6766441354283639,3.1207914739419333
6.343041641627923,3.833102382722878,2.078853919377938,2.5670530204619615,1.5798963221878854,2.485354468649046,2.3042110880848714
4.3978645056343275,3.7996349106066263,1.769383550290889,3.527964694994999,1.2015711447420359,2.3654444858133608,1.2049970291251457
4.749739968067901,4.5179762724963455,1.8832141074515318,3.5004020239170943,1.4518137761795196,1.518198958609164,1.72842719120433
5.912028213766928,4.709669708213026,1.5188481087243695,3.3057773020346715,1.2929019474220897,3.314696375811393,1.799591379099655
5.911028760729767,2.8954682332199475,1.0,3.72652364033742,1.2367772334960005,2.5535015216827555,1.6393964662359783
5.912038149044839,3.8060126910443413,1.0,2.28439104017631,1.270156923145131,3.219718177332212,2.03217832471995
7.0,3.386783339932859,1.0,2.6824421602614854,1.401597603414367,1.3840688579539189,1.7130529023854093
5.956712408554534,3.6134171201083563,1.6439062816664078,3.052354584230064,1.7875964382214256,3.229243527877863,1.7436232110177081
6.408452512144479,4.041509725841193,1.512707885079054,2.5645985865404595,1.0,2.2573974600247984,2.0767593618128632
6.2632014107945615,4.201663022925481,1.415934540977597,3.5090184551924795,1.3620008846772165,3.1295789409250383,1.2296389061469526
6.021113001044639,3.7327241338331927,1.3525692373039453,2.6344594063078133,1.213190338800224,2.607434236904825,1.0
5.247784604287723,2.6519957991663183,2.3046886301770986,3.9088590031127284,1.1468680298386187,2.7266282759598472,2.621410948866189
6.107175376394614,3.220972651654292,1.1708385636094103,2.348188418774867,1.0,2.7272585201391477,2.418614350471607
4.881739828369943,4.337899802120099,1.8711277824464236,4.492388554650432,1.3740623043765052,2.287431150944239,2.184446144130721
5.310545114607993,2.155744146779041,1.5007651744083976,4.420508148921696,1.162508808935606,2.176742631565273,2.152334177325375
5.111709161736718,4.5124562910092,1.4756241952856013,2.9336727975792587,1.0,2.3194199052529614,1.9053737159720017
5.565499311509058,4.112737994386725,1.9706550194466976,3.802319315648024,1.2127439918152456,1.7640453958503217,3.5079831101242167
7.0,4.589705648918013,2.085012153076578,2.7197003576439753,1.1121629306805358,2.2596448481532936,2.096477234513702
4.006187845926601,3.6808584878714234,1.4041802172460647,3.7093005487619415,1.0,2.1516042731281795,3.304048223947768
6.049008152299611,2.563156745586257,1.819681087696857,2.8768151679802605,1.2264554157474377,1.7520473236652054,3.03140366069489
4.209827303048279,4.058217584903899,1.6455565448600216,2.100192071044061,1.374022058910004,2.729333137859637,2.230825270029822
5.122454507368453,4.564791874423005,1.502974855523966,1.0,1.0352299755957821,2.503858715966388,1.8950055624217548
6.371160477573893,4.354833083308052,1.5817019770628105,2.8119005877505727,1.278513849805537,2.6230211616585737,2.0080057221193335
5.55142401527637,3.4023851099071787,1.224796474062065,3.195343756079705,1.2324335923680492,2.8487253957308916,1.7995864458314628
4.637804177656555,3.852056645277588,1.3775602426675662,3.9312214982253515,1.5136476667712326,2.381069971389303,2.230500961248949
4.927757032592026,3.4802982387320456,1.2677458880989174,3.0256375225059733,1.1688922818993979,2.0306417933549463,2.336897407281301
6.043678199147741,3.3084401214863766,1.8605506865715677,3.702037094302312,1.440327551748069,2.651971011653732,1.387905494537229
4.915706694626291,4.37323314270791,1.461919553783575,2.6822409169449313,1.1059941732543426,1.0389016954795767,3.3072331580824836
5.67316687166558,3.0814806132409025,1.0,2.7639047213279886,1.7901965884485564,2.4459524542563944,1.609508737443695
5.536457471923051,3.2637101416510323,1.2106251107347648,3.7378249777700097,1.0689475204080336,2.8825843116863985,1.0
4.978719721915346,3.1375846199165687,1.0,1.2747278607315098,1.0,3.0234626312048114,1.959101111459643
7.0,2.905851486020572,1.3022029592471407,3.009088680232041,1.1698523641668186,2.2352783885614516,1.4257796440743595
6.007135217854409,3.887848575105562,1.5150580260388598,2.7200270553108945,1.0,1.3793063841453552,1.9732859541026182
3.879885930673914,4.496901829089185,1.4455456604532104,3.952427843396599,1.0,1.1833670699873329,2.0354625681904195
5.649163451815542,3.6890739462528406,2.292061740612557,2.630227593514126,1.4182807062773624,2.8190260534431864,2.222640740759242
4.97057082818529,2.8965513196615,1.7299624163660148,3.361609478699066,1.0,2.323008468446729,2.50292747290822
6.181946667836979,4.303966723845217,1.7121807412356604,3.645061878534286,1.0,3.5086495376516456,1.4962626343894434
